WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (9.182845867999999 48.776100505999999)",Unfall 25256 (2016) Kat:3, Licht: 2,25256,3,2,5,02,05,1,,2,0,1,0,0,0,0
"POINT (9.167852933000001 48.836938207999999)",Unfall 25292 (2016) Kat:2, Licht: 2,25292,2,1,9,02,02,7,,2,0,1,0,0,0,0
"POINT (9.182151684000001 48.766444083000003)",Unfall 25346 (2016) Kat:3, Licht: 0,25346,3,6,2,03,15,3,,0,0,1,0,0,0,0
"POINT (9.173327412000001 48.799951305000000)",Unfall 25356 (2016) Kat:3, Licht: 0,25356,3,6,2,02,16,2,,0,0,1,0,0,0,0
"POINT (9.232197790000001 48.829868175000001)",Unfall 25373 (2016) Kat:3, Licht: 1,25373,3,3,5,03,06,3,,1,0,1,0,0,0,0
"POINT (9.087715589000000 48.753120987999999)",Unfall 25387 (2016) Kat:2, Licht: 0,25387,2,7,8,02,11,6,,0,0,1,0,0,0,0
"POINT (9.091745086000000 48.790811533999999)",Unfall 25426 (2016) Kat:2, Licht: 1,25426,2,1,8,02,19,2,,1,1,0,0,0,0,0
"POINT (9.185429672000000 48.774298612000003)",Unfall 25451 (2016) Kat:3, Licht: 0,25451,3,4,6,02,09,7,,0,0,0,1,0,0,1
"POINT (9.091393349000001 48.714242425999998)",Unfall 25463 (2016) Kat:3, Licht: 2,25463,3,7,2,02,05,7,,2,0,1,0,0,1,0
"POINT (9.200318840000000 48.807308390999999)",Unfall 25487 (2016) Kat:3, Licht: 0,25487,3,6,2,03,13,3,,0,0,1,0,0,0,0
"POINT (9.166687109000000 48.706348527000003)",Unfall 25498 (2016) Kat:3, Licht: 1,25498,3,6,2,02,17,2,,1,0,1,0,0,0,0
"POINT (9.177611273000000 48.844930945000002)",Unfall 25523 (2016) Kat:3, Licht: 1,25523,3,3,5,02,06,2,,1,0,1,0,0,0,0
"POINT (9.131566362999999 48.812493656999997)",Unfall 25542 (2016) Kat:3, Licht: 0,25542,3,1,4,03,09,4,,0,0,1,0,0,0,0
"POINT (9.199778065000000 48.693353227999999)",Unfall 25554 (2016) Kat:2, Licht: 0,25554,2,3,5,02,09,5,,0,0,1,0,0,0,0
"POINT (9.192254407000000 48.695702904000001)",Unfall 25563 (2016) Kat:3, Licht: 0,25563,3,6,2,03,07,3,,0,0,1,0,0,1,0
"POINT (9.191761481000000 48.788934058000002)",Unfall 25570 (2016) Kat:3, Licht: 0,25570,3,6,2,02,12,5,,0,0,1,0,0,1,0
"POINT (9.133798163000000 48.787104929999998)",Unfall 25571 (2016) Kat:2, Licht: 0,25571,2,7,6,02,14,2,,0,0,1,1,0,0,0
"POINT (9.191426675000001 48.788651213999998)",Unfall 25582 (2016) Kat:3, Licht: 0,25582,3,6,2,02,12,5,,0,0,1,0,0,0,0
"POINT (9.209592346000001 48.782080923000002)",Unfall 25585 (2016) Kat:3, Licht: 0,25585,3,2,5,03,07,3,,0,0,1,0,0,0,0
"POINT (9.172595399000000 48.768342218999997)",Unfall 25587 (2016) Kat:3, Licht: 2,25587,3,1,8,02,18,5,,2,0,1,0,0,0,0
